Scraping time;Link;Price;Availability;Rozšířená záruka;Úhlopříčka;Typ rozlišení;Rozlišení;Typ panelu;Obnovovací frekvence;Odezva;Maximální jas;Barevná hloubka;Kontrast;Konstrukce;Typ připojení;Další připojení;Kabely v balení;Hlavní funkce;Další funkce;Barva;Šířka;Výška;Hloubka;Hmotnost;Spotřeba v SDR režimu;Energetická třída v SDR režimu;Typická spotřeba;Stand-by spotřeba (pohotovostní);Země;Povrch displeje;Poměr stran;HDMI;DisplayPort;USB-C;USB;Barevné pokrytí (sRGB);Maximální výkon Power Delivery;VESA uchycení;Synchronizace obrazu;Spotřeba v HDR režimu;Energetická třída v HDR režimu;Maximální spotřeba;Barevné pokrytí (Adobe RGB);VGA;Třída energetické účinnosti;Aplikace;Thunderbolt / USB 4;Provozní čas;Provozní teplota (min.);Provozní teplota (max.);Relativní vlhkost (min.);Relativní vlhkost (max.);mini DisplayPort;DVI;Maximální rozlišení;Obnovovací frekvence panelu;Technologie;Další vlastnosti obrazu;Podporované HDR standardy;Operační systém;Typ;Modelový rok;SMART funkce;Kompatibilita s hlasovým asistentem;Multimediální funkce;Herní funkce;Bezdrátové připojení;Vstupy a výstupy;Typ tuneru;Výška bez podstavce;Šířka podstavce / rozteč nožiček;Ovladač v balení;Hloubka bez podstavce;Úhlopříčka displeje;Platforma;Konektivita;Obnovovací frekvence displeje;Typ grafické karty;Konvertibilita;Optická mechanika;Výška maximální;Podsvícení
2023-11-17 16:55:43;https://www.alza.cz/24-5-benq-mobiuz-ex2510s-d6747385.htm#parametry;7 229;Na objednávku – termín upřesníme;;"24,5"" (62,23 cm)";Full HD;1920 × 1080 px;IPS;165 Hz;1 ms;400 cd/m2;8 bit;1000:1;Rovná;DisplayPort 1.2, HDMI 2.0;Sluchátkový výstup;HDMI, DisplayPort, Audio;Reproduktory, Nastavitelná výška, HDR, Flicker-free, Filtr modrého světla;;Černá, Stříbrná;55,76 cm;39,15 cm;21,67 cm;5,7 kg;22 kWh/1000h;F;18 W;0,5 W;;Matný;16:9;2 ×;1 ×;;;99 %;;100×100;FreeSync;30 kWh/1000h;G;58 W;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:55:44;https://www.alza.cz/43-iiyama-prolite-lh4342uhs-b1-d6360521.htm#parametry;19 090;Na objednávku – termín upřesníme;Prodloužená záruka;"43"" (109,22 cm)";4K;3840 × 2160 px;IPS;60 Hz;8 ms;500 cd/m2;10 bit;1300:1;Rovná;DVI, HDMI 1.4, VGA;RJ-45 (LAN), USB 2.0, Sluchátkový výstup, USB 3.2 Gen 1 (USB 3.0);HDMI, RS232;Reproduktory;Přehrávač médií;Černá;97,3 cm;56,1 cm;6,35 cm;10,7 kg;116 kWh/1000h;G;116 W;0,5 W;;Matný;16:9;2 ×;;;2 ×;;;200×200;;;;;;1 ×;;;;18 h/den;0 °C;40 °C;;;;1 ×;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:55:45;https://www.alza.cz/75-philips-75bfl2214-d7232929.htm#parametry;44 990;Na objednávku – termín upřesníme;Prodloužená záruka;"75"" (190,5 cm)";4K;3840 × 2160 px;;60 Hz;8 ms;400 cd/m2;8 bit;1200:1;Rovná;HDMI 2.0;RJ-45 (LAN), Sluchátkový výstup, WiFi, USB 3.2 Gen 1 (USB 3.0);;Reproduktory;TV tuner, Automatická regulace jasu;Černá;167 cm;96 cm;6,88 cm;32,3 kg;105 kWh/1000h;E;;;USA;Lesklý;16:9;3 ×;;;2 ×;;;300×300, 600×400;;;;;;;;YouTube, MAGENTA TV;;;0 °C;40 °C;;;;;3840 × 2160 px;50 / 60 Hz;LED;;;Android TV;Smart TV;;;Google Assistant;;;WiFi,Párování s mobilním zařízením;USB, LAN, HDMI 2.0, Sluchátkový výstup;DVB-T2 HEVC,DVB-C;;;Klasický;;;;;;;;;;
2023-11-17 16:55:46;https://www.alza.cz/27-iiyama-prolite-xub2792uhsu-b1-d5556812.htm#parametry;9 999;Na objednávku – termín upřesníme;Prodloužená záruka;"27"" (68,58 cm)";4K;3840 × 2160 px;IPS;60 Hz;4 ms;300 cd/m2;8 bit;1000:1;Rovná;DisplayPort, DisplayPort 1.2, DVI, HDMI 1.4;Sluchátkový výstup, USB 3.2 Gen 1 (USB 3.0);HDMI, DisplayPort, USB;Reproduktory, Nastavitelná výška, Pivot, Flicker-free, Filtr modrého světla;Obraz v obraze (PiP);Černá;61,4 cm;39,75 cm;23 cm;6,4 kg;32 kWh/1000h;G;33,8 W;0,5 W;;Matný;16:9;1 ×;1 ×;;2 ×;100 %;;100×100;;;;;;;;;;;;;;;;1 ×;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:55:47;https://www.alza.cz/50-philips-50bfl2214-d7232930.htm#parametry;18 990;Na objednávku – termín upřesníme;Prodloužená záruka;"50"" (127 cm)";4K;3840 × 2160 px;VA;60 Hz;8 ms;350 cd/m2;8 bit;5000:1;Rovná;HDMI 2.0;RJ-45 (LAN), Sluchátkový výstup, WiFi, USB 3.2 Gen 1 (USB 3.0);;Reproduktory;TV tuner, Automatická regulace jasu;Černá;111,2 cm;64,7 cm;7,88 cm;11,3 kg;65 kWh/1000h;F;;;USA;Lesklý;16:9;3 ×;;;2 ×;;;200×200;;;;;;;;YouTube, MAGENTA TV;;;0 °C;40 °C;;;;;3840 × 2160 px;50 / 60 Hz;LED;;;Android TV;Smart TV;;;Google Assistant;;;WiFi,Párování s mobilním zařízením;USB, LAN, HDMI 2.0, Sluchátkový výstup;DVB-T2 HEVC,DVB-C;;;Klasický;;;;;;;;;;
2023-11-17 16:55:49;https://www.alza.cz/22-viewsonic-td2223-d6341321.htm#parametry;7 259;Na objednávku – termín upřesníme;Prodloužená záruka;"22"" (55,88 cm)";Full HD;1920 × 1080 px;TN;75 Hz;5 ms;250 cd/m2;8 bit;1000:1;Rovná;DVI, HDMI 1.4, VGA;USB 2.0, Sluchátkový výstup;HDMI, USB, Audio;Reproduktory, Flicker-free, Filtr modrého světla;Dotyková obrazovka;Černá;52,1 cm;33,4 cm;10,1 cm;4,5 kg;14 kWh/1000h;E;12,5 W;0,5 W;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Lesklý;16:9;1 ×;;;3 ×;103 %;;100×100;;;;;;1 ×;;;;;;;;;;1 ×;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:55:50;https://www.alza.cz/27-lenovo-thinkvision-p27q-20-d5752299.htm#parametry;10 690;Na objednávku – termín upřesníme;;"27"" (68,58 cm)";Quad HD;2560 × 1440 px;IPS;60 Hz;4 ms;350 cd/m2;8 bit;1000:1;Rovná;DisplayPort 1.2, HDMI 1.4;USB 3.2 Gen 1 (USB 3.0);;Nastavitelná výška, Pivot, Filtr modrého světla;;Černá;61,4 cm;57,7 cm;20,8 cm;7 kg;19 kWh/1000h;E;38 W;0,5 W;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Antireflexní;16:9;1 ×;2 ×;;5 ×;99 %;;100×100;;;;75 W;;;;;;;;;;;1 ×;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:55:51;https://www.alza.cz/22-iiyama-prolite-t2252msc-b2-d7994074.htm#parametry;7 679;Na objednávku – termín upřesníme;;"22"" (55,88 cm)";Full HD;1920 × 1080 px;IPS;;5 ms;250 cd/m2;;1000:1;Rovná;DisplayPort 1.2, HDMI 2.0;Sluchátkový výstup, USB 3.2 Gen 1 (USB 3.0);HDMI, USB;Reproduktory, Filtr modrého světla;Dotyková obrazovka;Černá;49,35 cm;36,15 cm;23,95 cm;4,5 kg;11 kWh/1000h;C;;;;;16:9;1 ×;1 ×;;2 ×;;;100×100;;11 kWh/1000h;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:55:52;https://www.alza.cz/24-hp-v24-fhd-d6192720.htm#parametry;3 749;Na objednávku – termín upřesníme;;"24"" (60,96 cm)";Full HD;1920 × 1080 px;TN;60 Hz;5 ms;250 cd/m2;8 bit;1000:1;Rovná;HDMI 1.4, VGA;;HDMI;Filtr modrého světla;;Černá;56,8 cm;41,9 cm;18,6 cm;3 kg;13 kWh/1000h;D;26 W;0,5 W;;Antireflexní;16:9;1 ×;;;;;;100×100;;;;;;1 ×;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:55:53;https://www.alza.cz/21-5-elo-2294l-intellitouch-d5341572.htm#parametry;16 190;Na objednávku – termín upřesníme;;"21,5"" (54,61 cm)";Full HD;1920 × 1080 px;TN;60 Hz;14 ms;225 cd/m2;;1000:1;Rovná;DisplayPort 1.1a, HDMI 1.4, VGA;;VGA, HDMI, USB;;Dotyková obrazovka;Černá;51,18 cm;29,82 cm;4,2 cm;5,1 kg;20 kWh/1000h;G;26 W;1,5 W;;;16:9;1 ×;1 ×;;;;;100×100;;;;;;1 ×;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:55:54;https://www.alza.cz/55-samsung-lh55qb-d7740637.htm#parametry;22 999;Na objednávku – termín upřesníme;;"55"" (139,7 cm)";4K;3840 × 2160 px;VA;;8 ms;350 cd/m2;;4000:1;Rovná;HDMI 2.0;USB 2.0;;;;Černá;123,51 cm;70,79 cm;4,63 cm;18,1 kg;;;;;;;;3 ×;;;2 ×;;;200×200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:55:55;https://www.alza.cz/27-apple-studio-display-nano-texture-glass-adapter-drzaku-vesa-d7059023.htm#parametry;47 790;Na objednávku – termín upřesníme;;"27"" (68,58 cm)";5K;5120 × 2880 px;;60 Hz;;600 cd/m2;;;Rovná;Thunderbolt;;;Reproduktory, Pivot, Flicker-free, Filtr modrého světla;Webkamera;Stříbrná;62,3 cm;36,2 cm;3,1 cm;5,5 kg;21 kWh/1000h;E;;;;Lesklý;16:9;;;3 ×;;;;100×100;;;;;;;;;1 ×;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:55:56;https://www.alza.cz/65-philips-65bfl2214-d7232928.htm#parametry;31 990;Na objednávku – termín upřesníme;Prodloužená záruka;"65"" (165,1 cm)";4K;3840 × 2160 px;IPS;60 Hz;8 ms;350 cd/m2;8 bit;1200:1;Rovná;HDMI 2.0;RJ-45 (LAN), Sluchátkový výstup, WiFi, USB 3.2 Gen 1 (USB 3.0);;Reproduktory;TV tuner, Automatická regulace jasu;Černá;144,8 cm;83,7 cm;8,08 cm;25 kg;87 kWh/1000h;F;;;USA;Lesklý;16:9;3 ×;;;2 ×;;;200×200;;;;;;;;YouTube, MAGENTA TV;;;0 °C;40 °C;;;;;3840 × 2160 px;50 / 60 Hz;LED;;;Android TV;Smart TV;;;Google Assistant;;;WiFi,Párování s mobilním zařízením;USB, LAN, HDMI 2.0, Sluchátkový výstup;DVB-T2 HEVC,DVB-C;;;Klasický;;;;;;;;;;
2023-11-17 16:55:57;https://www.alza.cz/32-apple-pro-display-xdr?dq=5729869#parametry;133 190;Na objednávku – termín upřesníme;;"32"" (81,28 cm)";;6016 × 3384 px;IPS;60 Hz;;1 600 cd/m2;10 bit;;Rovná;Thunderbolt, USB-C;;;HDR;;Stříbrná;71,8 cm;65,3 cm;23,6 cm;11,78 kg;49 kWh/1000h;G;;;;Matný;16:9;;;2 ×;;;;100×100;;54 kWh/1000h;G;;;;;;1 ×;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:55:58;https://www.alza.cz/16-aoc-16t2-d6674162.htm#parametry;6 789;Na objednávku – termín upřesníme;Prodloužená záruka;"15,6"" (39,62 cm)";Full HD;1920 × 1080 px;IPS;60 Hz;4 ms;250 cd/m2;6 bit;700:1;Rovná;USB-C;Sluchátkový výstup;USB-C;Reproduktory, Pivot, Flicker-free;Dotyková obrazovka;Černá;36,34 cm;22,98 cm;0,99 cm;0,99 kg;16 kWh/1000h;E;16 W;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Antireflexní;16:9;1 ×;;1 ×;;;;75×75;;;;16 W;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:55:59;https://www.alza.cz/55-philips-55bfl2214-d7232926.htm#parametry;23 990;Na objednávku – termín upřesníme;Prodloužená záruka;"55"" (139,7 cm)";4K;3840 × 2160 px;IPS;60 Hz;8 ms;350 cd/m2;8 bit;1200:1;Rovná;HDMI 2.0;RJ-45 (LAN), Sluchátkový výstup, WiFi, USB 3.2 Gen 1 (USB 3.0);;Reproduktory;TV tuner, Automatická regulace jasu;Černá;122,8 cm;71,2 cm;7,88 cm;13,1 kg;75 kWh/1000h;F;;;USA;Lesklý;16:9;3 ×;;;2 ×;;;100×200;;;;;;;;YouTube, MAGENTA TV;;;0 °C;40 °C;;;;;3840 × 2160 px;50 / 60 Hz;LED;;;Android TV;Smart TV;;;Google Assistant;;;WiFi,Párování s mobilním zařízením;USB, LAN, HDMI 2.0, Sluchátkový výstup;DVB-T2 HEVC,DVB-C;;;Klasický;;;;;;;;;;
2023-11-17 16:56:00;https://www.alza.cz/86-prestigio-multiboard-l-pmb728l862-d6093482.htm#parametry;175 990;Na objednávku – termín upřesníme;;"86"" (218,44 cm)";4K;3840 × 2160 px;IPS;60 Hz;8 ms;350 cd/m2;;1200:1;Rovná;DisplayPort 1.2, HDMI 2.0, VGA;RJ-45 (LAN), Sluchátkový výstup;VGA, HDMI, USB, Audio;Reproduktory;Dotyková obrazovka, OS Android;Černá;195,7 cm;116 cm;8,6 cm;65 kg;;;550 W;0,5 W;;Matný;16:9;5 ×;1 ×;;13 ×;;;;;;;;;2 ×;;;;;0 °C;40 °C;10 %;90 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:56:01;https://www.alza.cz/86-iiyama-prolite-te8612mis-b1ag-d7714738.htm#parametry;54 990;Na objednávku – termín upřesníme;;"86"" (218,44 cm)";4K;3840 × 2160 px;IPS;60 Hz;8 ms;400 cd/m2;8 bit;1200:1;Rovná;HDMI 2.0, USB-C, VGA;RJ-45 (LAN), USB 2.0, Sluchátkový výstup, WiFi;HDMI, USB;Reproduktory;Dotyková obrazovka;Černá;195,7 cm;116 cm;10 cm;58,6 kg;;;215 W;0,5 W;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Lesklý;16:9;3 ×;;1 ×;5 ×;;;800×600;;;;;;1 ×;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:56:02;https://www.alza.cz/31-5-eizo-coloredge-cg319x-d5672668.htm#parametry;122 290;Na objednávku – termín upřesníme;;"31,5"" (80,01 cm)";4K;4096 × 2160 px;IPS;60 Hz;9 ms;350 cd/m2;10 bit;;Rovná;DisplayPort, HDMI 1.4;USB 2.0, USB 3.2 Gen 1 (USB 3.0);HDMI, DisplayPort, mini DisplayPort, USB;Nastavitelná výška, HDR, Pivot, Flicker-free, Filtr modrého světla;;Černá;73,5 cm;43,4 cm;29 cm;12,4 kg;55 kWh/1000h;G;95 W;1,2 W;;Antireflexní;17:9;;;;;100 %;;100×100;;;;140 W;99 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:56:03;https://www.alza.cz/50-prolite-le5041uhs-b1-d7776108.htm#parametry;13 790;Na objednávku – termín upřesníme;;"50"" (127 cm)";4K;3840 × 2160 px;VA;;9 ms;350 cd/m2;10 bit;5000:1;Rovná;HDMI 2.0, VGA;RJ-45 (LAN), USB 2.0, Sluchátkový výstup;HDMI;Reproduktory;;Černá;112,76 cm;64,82 cm;7,25 cm;13,2 kg;112 kWh/1000h;G;;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Lesklý;16:9;3 ×;;;1 ×;;;400×400;;;;;;1 ×;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:56:04;https://www.alza.cz/43-prolite-le4341uhs-b1-d7776106.htm#parametry;12 590;Na objednávku – termín upřesníme;;"43"" (109,22 cm)";4K;3840 × 2160 px;IPS;;8 ms;350 cd/m2;8 bit;1200:1;Rovná;HDMI 2.0, VGA;RJ-45 (LAN), USB 2.0, Sluchátkový výstup;HDMI;Reproduktory;;Černá;97,2 cm;56 cm;6,76 cm;8,8 kg;117 kWh/1000h;G;;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Lesklý;16:9;3 ×;;;1 ×;;;400×400;;;;;;1 ×;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:56:05;https://www.alza.cz/27-asus-proart-display-pa278cgv-d7802843.htm#parametry;11 290;Na objednávku – termín upřesníme;Prodloužená záruka;"27"" (68,58 cm)";Quad HD;2560 × 1440 px;IPS;144 Hz;5 ms;400 cd/m2;8 bit;1000:1;Rovná;DisplayPort 1.4, HDMI 2.0, USB-C;Sluchátkový výstup, USB 3.2 Gen 2×2;HDMI, DisplayPort, USB;Reproduktory, Nastavitelná výška, HDR, Flicker-free, Filtr modrého světla;Power Delivery;Černá, Stříbrná;61,5 cm;37,2 cm;5,4 cm;8,5 kg;22 kWh/1000h;E;;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Matný;16:9;2 ×;1 ×;1 ×;4 ×;100 %;90 W;100×100;FreeSync;36 kWh/1000h;G;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:56:06;https://www.alza.cz/55-benq-sl5502k-d6285902.htm#parametry;42 190;Na objednávku – termín upřesníme;;"55"" (139,7 cm)";4K;3840 × 2160 px;IPS;;8 ms;500 cd/m2;10 bit;1200:1;Rovná;DisplayPort 1.2, HDMI 2.0, VGA;RJ-45 (LAN), USB 2.0, Sluchátkový výstup, RS232;VGA, HDMI;Reproduktory;OS Android;Černá;123,64 cm;70,72 cm;6,31 cm;26,4 kg;;;85,6 W;0,5 W;;;16:9;2 ×;1 ×;;4 ×;;;400×400;;;;;;1 ×;;;;24 h/den;0 °C;40 °C;10 %;90 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:56:07;https://www.alza.cz/27-aoc-ag274qxm-d7639240.htm#parametry;20 990;Na objednávku – termín upřesníme;Prodloužená záruka;"27"" (68,58 cm)";Quad HD;2560 × 1440 px;IPS;170 Hz;0,5 ms;600 cd/m2;10 bit;1000:1;Rovná;DisplayPort 1.4, HDMI 2.0, USB-C;Sluchátkový výstup, USB 3.2 Gen 1 (USB 3.0);HDMI, DisplayPort, USB;Reproduktory, Nastavitelná výška, HDR, Pivot, Filtr modrého světla;Power Delivery;Černá;61,29 cm;42,73 cm;35,21 cm;8,15 kg;60 kWh/1000h;G;;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Antireflexní;16:9;2 ×;1 ×;1 ×;4 ×;155 %;;100×100;G-Sync kompatibilní;95 kWh/1000h;G;;100 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:56:09;https://www.alza.cz/50-dahua-lm50-f400-d7067997.htm#parametry;20 990;Na objednávku – termín upřesníme;Bez rozšířené záruky;"50"" (127 cm)";4K;3840 × 2160 px;IPS;60 Hz;8 ms;300 cd/m2;8 bit;5000:1;Rovná;HDMI 2.0, VGA;USB 2.0, Sluchátkový výstup;VGA, HDMI, USB;Reproduktory;;Černá;111,3 cm;71,05 cm;24,79 cm;10,4 kg;75 kWh/1000h;G;;;;Matný;16:9;3 ×;;;1 ×;;;100×100;;;;;;1 ×;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:56:10;https://www.alza.cz/75-optoma-5752rk-ifpd-d7472835.htm#parametry;98 390;Na objednávku – termín upřesníme;Prodloužená záruka;"75"" (190,5 cm)";4K;3840 × 2160 px;LED;;6 ms;400 cd/m2;;5000:1;Rovná;HDMI 2.0, USB-C, VGA;RJ-45 (LAN), USB 2.0, Sluchátkový výstup, USB 3.2 Gen 1 (USB 3.0);HDMI, USB;Reproduktory;Dotyková obrazovka;Černá;171 cm;102 cm;8,7 cm;49,5 kg;149,6 kWh/1000h;;;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Antireflexní;16:9;3 ×;;1 ×;5 ×;;;800×400;;;;;;1 ×;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:56:11;https://www.alza.cz/23-8-lenovo-thinkvision-p24h-30-d7622705.htm#parametry;8 990;Na objednávku – termín upřesníme;Prodloužená záruka;"23,8"" (60,45 cm)";Quad HD;2560 × 1440 px;IPS;60 Hz;4 ms;300 cd/m2;8 bit;1000:1;Rovná;DisplayPort 1.4, HDMI 2.0, USB-C;RJ-45 (LAN), USB 3.2 Gen 1 (USB 3.0);USB-C;Nastavitelná výška, Pivot, Flicker-free, Filtr modrého světla;Power Delivery;Černá;53,95 cm;50,38 cm;19,97 cm;5,7 kg;18 kWh/1000h;E;;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Antireflexní;16:9;1 ×;1 ×;1 ×;4 ×;99 %;;100×100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:56:12;https://www.alza.cz/50-nec-multisync-me501-mpi4-d7167978.htm#parametry;27 590;Na objednávku – termín upřesníme;;"50"" (127 cm)";4K;3840 × 2160 px;VA;60 Hz;8 ms;400 cd/m2;8 bit;8000:1;Rovná;DisplayPort, HDMI 1.4;RJ-45 (LAN), USB 2.0, 3,5mm konektor IR (vstup/výstup);HDMI;Reproduktory;;Černá;112,84 cm;64,9 cm;6,26 cm;17,3 kg;85 kWh/1000h;G;;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;;16:9;2 ×;1 ×;;1 ×;;;400×400;;69 kWh/1000h;G;;;;;;;;0 °C;40 °C;20 %;80 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:56:13;https://www.alza.cz/27-lenovo-thinkvision-t27hv-20-d6309902.htm#parametry;9 690;Na objednávku – termín upřesníme;Prodloužená záruka;"27"" (68,58 cm)";Quad HD;2560 × 1440 px;IPS;60 Hz;6 ms;350 cd/m2;8 bit;1000:1;Rovná;DisplayPort 1.2, HDMI 1.4, USB-C;Sluchátkový výstup;;Reproduktory, Nastavitelná výška, Pivot, Flicker-free, Filtr modrého světla;Webkamera, Power Delivery;Černá;61,36 cm;60,86 cm;20,8 cm;7,35 kg;26 kWh/1000h;F;25 W;0,5 W;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Antireflexní;16:9;1 ×;2 ×;1 ×;4 ×;99 %;75 W;100×100;;;;148 W;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:56:14;https://www.alza.cz/21-4-hp-v221vb-d7597446.htm#parametry;2 569;Na objednávku – termín upřesníme;;"21,45"" (54,48 cm)";Full HD;1920 × 1080 px;IPS;60 Hz;5 ms;250 cd/m2;8 bit;3000:1;Rovná;HDMI 1.4, VGA;;HDMI;Filtr modrého světla;;Černá;49,3 cm;37,2 cm;19,68 cm;2,6 kg;18 kWh/1000h;F;;;;Matný;16:9;1 ×;;;;;;100×100;;;;;;1 ×;F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:56:15;https://www.alza.cz/17-iiyama-prolite-tf1734mc-b7x-d6523823.htm#parametry;12 790;Na objednávku – termín upřesníme;Prodloužená záruka;"17"" (43,18 cm)";;1280 × 1024 px;TN;60 Hz;5 ms;350 cd/m2;8 bit;1000:1;Rovná;DisplayPort 1.2, HDMI 1.4, VGA;RJ-45 (LAN), USB-B;HDMI, DisplayPort, USB;Flicker-free, Filtr modrého světla;Dotyková obrazovka;Černá;36,9 cm;30,7 cm;4,75 cm;3,6 kg;11 kWh/1000h;E;;;;Matný;5:4;1 ×;1 ×;;1 ×;;;100×100;;;;;;1 ×;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:56:17;https://www.alza.cz/48-benq-mobiuz-ex480uz-d7637917.htm#parametry;45 990;Na objednávku – termín upřesníme;;"48"" (121,92 cm)";4K;3840 × 2160 px;OLED;120 Hz;10 ms;450 cd/m2;10 bit;;Rovná;DisplayPort 1.4, HDMI 2.1, USB-C;USB 3.2 Gen 1 (USB 3.0);HDMI, DisplayPort, USB-C, USB;Reproduktory, HDR, Flicker-free, Filtr modrého světla;Obraz v obraze (PiP), Automatická regulace jasu;Červená, Šedá;106,86 cm;70 cm;26,76 cm;19,3 kg;59 kWh/1000h;F;;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Matný;16:9;2 ×;1 ×;1 ×;2 ×;98 %;;200×200;FreeSync;44 kWh/1000h;E;;;;;YouTube, NETFLIX, HBO Max, Voyo, Facebook;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:56:18;https://www.alza.cz/85-samsung-lh85beahlguxen-d7044910.htm#parametry;94 490;Na objednávku – termín upřesníme;;"85"" (215,9 cm)";4K;3840 × 2160 px;;;8 ms;250 cd/m2;;;Rovná;HDMI 2.0;RJ-45 (LAN), USB 2.0;;;;Černá;209 cm;124,7 cm;26,2 cm;56,5 kg;155 kWh/1000h;F;;;;;16:9;3 ×;;;;;;;;200 kWh/1000h;G;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:56:19;https://www.alza.cz/40-msi-mag-401qr-d7975093.htm#parametry;11 990;Na objednávku – termín upřesníme;Bez rozšířené záruky;"40"" (101,6 cm)";Ultra Wide QHD;3440 × 1440 px;IPS;155 Hz;1 ms;400 cd/m2;10 bit;1000:1;Rovná;DisplayPort 1.4, HDMI 2.0, USB-C;USB 2.0, Sluchátkový výstup;;HDR, Flicker-free, Filtr modrého světla;Obraz v obraze (PiP), Power Delivery;Černá;94,52 cm;53,03 cm;28,96 cm;10,3 kg;39 kWh/1000h;F;;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Antireflexní;21:9;2 ×;1 ×;1 ×;3 ×;118 %;65 W;100×100;;66 kWh/1000h;G;;90 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
