Scraping time;Link;Price;Availability;Rozšířená záruka;Úhlopříčka;Typ rozlišení;Rozlišení;Typ panelu;Obnovovací frekvence;Odezva;Maximální jas;Barevná hloubka;Kontrast;Konstrukce;Typ připojení;Další připojení;Kabely v balení;Hlavní funkce;Další funkce;Barva;Šířka;Výška;Hloubka;Hmotnost;Spotřeba v SDR režimu;Energetická třída v SDR režimu;Typická spotřeba;Stand-by spotřeba (pohotovostní);Země;Povrch displeje;Poměr stran;HDMI;DisplayPort;USB-C;USB;Barevné pokrytí (sRGB);Maximální výkon Power Delivery;VESA uchycení;Synchronizace obrazu;Spotřeba v HDR režimu;Energetická třída v HDR režimu;Maximální spotřeba;Barevné pokrytí (Adobe RGB);VGA;Třída energetické účinnosti;Aplikace;Thunderbolt / USB 4;Provozní čas;Provozní teplota (min.);Provozní teplota (max.);Relativní vlhkost (min.);Relativní vlhkost (max.);mini DisplayPort;DVI;Maximální rozlišení;Obnovovací frekvence panelu;Technologie;Další vlastnosti obrazu;Podporované HDR standardy;Operační systém;Typ;Modelový rok;SMART funkce;Kompatibilita s hlasovým asistentem;Multimediální funkce;Herní funkce;Bezdrátové připojení;Vstupy a výstupy;Typ tuneru;Výška bez podstavce;Šířka podstavce / rozteč nožiček;Ovladač v balení;Hloubka bez podstavce;Úhlopříčka displeje;Platforma;Konektivita;Obnovovací frekvence displeje;Typ grafické karty;Konvertibilita;Optická mechanika;Výška maximální;Podsvícení
2023-11-17 16:55:04;https://www.alza.cz/31-5-acer-ed320qrpbiipx-d6297647.htm#parametry;6 490;Na objednávku – termín upřesníme;;"31,5"" (80,01 cm)";Full HD;1920 × 1080 px;VA;165 Hz;5 ms;300 cd/m2;8 bit;4000:1;Prohnutá;DisplayPort, DisplayPort 1.4;Sluchátkový výstup;;Flicker-free, Filtr modrého světla;;Černá;71,3 cm;41,9 cm;6,34 cm;9 kg;31 kWh/1000h;F;25,94 W;0,4 W;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Matný;16:9;2 ×;1 ×;;;;;100×100;FreeSync;;;35 W;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:55:06;https://www.alza.cz/24-chiq-24f650-d7817415.htm#parametry;2 499;Na objednávku – termín upřesníme;Servis u zákazníka (NBD);"23,8"" (60,45 cm)";Full HD;1920 × 1080 px;IPS;75 Hz;6 ms;250 cd/m2;8 bit;1000:1;Rovná;DisplayPort 1.2, HDMI 1.4, VGA;Sluchátkový výstup;HDMI;Flicker-free, Filtr modrého světla;;Titanová;53,96 cm;41,14 cm;4,57 cm;2,6 kg;18 kWh/1000h;E;;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Antireflexní;16:9;1 ×;1 ×;;;99 %;;75×75;FreeSync;18 kWh/1000h;E;;;1 ×;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:55:07;https://www.alza.cz/27-dahua-lm27-b200-d7746496.htm#parametry;2 969;Na objednávku – termín upřesníme;;"27"" (68,58 cm)";Full HD;1920 × 1080 px;VA;60 Hz;5 ms;250 cd/m2;8 bit;3000:1;Rovná;HDMI 2.0, VGA;Sluchátkový výstup;HDMI;;;Černá;61,53 cm;45,37 cm;18,67 cm;4,5 kg;36 kWh/1000h;E;;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Matný;16:9;1 ×;;;;;;75×75;;;;;;1 ×;;O2 TV, YouTube, NETFLIX, HBO Max, Voyo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:55:08;https://www.alza.cz/27-lenovo-thinkcentre-tio-flex-27i-d7622707.htm#parametry;7 079;Na objednávku – termín upřesníme;Prodloužená záruka;"27"" (68,58 cm)";Full HD;1920 × 1080 px;IPS;60 Hz;4 ms;300 cd/m2;;1000:1;Rovná;DisplayPort 1.2, HDMI 1.4, VGA;USB 3.2 Gen 1 (USB 3.0);DisplayPort, USB;Nastavitelná výška, Filtr modrého světla;;Černá;61,19 cm;55,13 cm;22,31 cm;7,9 kg;24 kWh/1000h;F;;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Antireflexní;16:9;1 ×;1 ×;;4 ×;99 %;;100×100;;;;;;1 ×;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:55:09;https://www.alza.cz/21-5-dell-p2222h-bez-stojanu-d7783559.htm#parametry;4 299;Na objednávku – termín upřesníme;Prodloužená záruka;"21,5"" (54,61 cm)";Full HD;1920 × 1080 px;IPS;60 Hz;8 ms;250 cd/m2;8 bit;1000:1;Rovná;DisplayPort 1.2, HDMI 1.4, VGA;;DisplayPort, USB;Nastavitelná výška, Flicker-free, Filtr modrého světla;Kensington Lock;Černá;48,73 cm;29 cm;5,22 cm;2,82 kg;12 kWh/1000h;D;;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Antireflexní;16:9;1 ×;1 ×;;5 ×;99 %;;100×100;;;;;;1 ×;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:55:11;https://www.alza.cz/21-5-lenovo-thinkvision-t22v-20-d6296977.htm#parametry;5 579;Na objednávku – termín upřesníme;Prodloužená záruka;"21,5"" (54,61 cm)";Full HD;1920 × 1080 px;IPS;60 Hz;4 ms;250 cd/m2;;1000:1;Rovná;DisplayPort 1.2, HDMI 1.4, VGA;Sluchátkový výstup;DisplayPort, USB;Reproduktory, Nastavitelná výška, Pivot, Flicker-free, Filtr modrého světla;Webkamera;Černá;48,93 cm;56,3 cm;20,5 cm;5,49 kg;11 kWh/1000h;D;14 W;0,5 W;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Antireflexní;16:9;1 ×;1 ×;;2 ×;;;100×100;;;;43 W;;1 ×;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:55:12;https://www.alza.cz/32-asus-rog-swift-pg32uqxr-d7811399.htm#parametry;43 790;Na objednávku – termín upřesníme;Prodloužená záruka;"32"" (81,28 cm)";4K;3840 × 2160 px;Mini LED;160 Hz;1 ms;400 cd/m2;10 bit;1000:1;Rovná;HDMI 2.1;Sluchátkový výstup, USB 3.2 Gen 2×2;HDMI, DisplayPort, USB;Nastavitelná výška, HDR, Flicker-free, Filtr modrého světla;Obraz v obraze (PiP);Černá;72,6 cm;44,1 cm;9,5 cm;10,8 kg;42 kWh/1000h;G;;;;Matný;16:9;2 ×;2 ×;;2 ×;160 %;;100×100;FreeSync;47 kWh/1000h;G;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:55:13;https://www.alza.cz/43-philips-43bfl2214-d7232927.htm#parametry;15 990;Na objednávku – termín upřesníme;Prodloužená záruka;"43"" (109,22 cm)";4K;3840 × 2160 px;IPS;60 Hz;8 ms;350 cd/m2;8 bit;1200:1;Rovná;HDMI 2.0;RJ-45 (LAN), Sluchátkový výstup, WiFi, USB 3.2 Gen 1 (USB 3.0);;Reproduktory;TV tuner, Automatická regulace jasu;Černá;95,8 cm;56 cm;7,7 cm;7,6 kg;51 kWh/1000h;F;;;USA;Lesklý;16:9;3 ×;;;2 ×;;;200×100;;;;;;;;MAGENTA TV;;;;;;;;;3840 × 2160 px;;LED;;;Android TV;Smart TV;;;;;;WiFi;LAN;DVB-T2 HEVC;;;;;;;;;;;;;
2023-11-17 16:55:14;https://www.alza.cz/27-viewsonic-vg2755-2k-d5554001.htm#parametry;8 689;Na objednávku – termín upřesníme;Prodloužená záruka;"27"" (68,58 cm)";Quad HD;2560 × 1440 px;IPS;60 Hz;5 ms;350 cd/m2;8 bit;1000:1;Rovná;DisplayPort, HDMI 1.4, USB-C;;USB-C, USB;Reproduktory, Nastavitelná výška, Pivot, Flicker-free, Filtr modrého světla;;Černá;61,3 cm;40,6 cm;20,2 cm;6,5 kg;20 kWh/1000h;E;26,54 W;0,3 W;;Antireflexní;16:9;;;;;;;100×100;;;;57,7 W;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:55:15;https://www.alza.cz/55-philips-55bdl6051c-d6230718.htm#parametry;72 990;Na objednávku – termín upřesníme;;"55"" (139,7 cm)";4K;3840 × 2160 px;;60 Hz;9 ms;350 cd/m2;;1300:1;Rovná;DisplayPort 1.2, DVI, HDMI 2.0, USB-C;RJ-45 (LAN), USB 2.0, Sluchátkový výstup, USB 3.2 Gen 1 (USB 3.0), 2,5mm konektor RS232C (vstup/výstup), 3,5mm konektor IR (vstup/výstup), Micro SD, OPS;DVI, HDMI, USB, RS232, Kabel pro infračervený senzor;Reproduktory;Dotyková obrazovka;Černá;126,44 cm;73,52 cm;8,79 cm;33 kg;;;135 W;0,5 W;;;16:9;4 ×;1 ×;1 ×;4 ×;;300 W;400×400;;;;300 W;;;;;;;0 °C;40 °C;20 %;80 %;;1 ×;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:55:16;https://www.alza.cz/75-philips-75bdl6051c-d7650141.htm#parametry;170 990;Na objednávku – termín upřesníme;;"74,5"" (189,23 cm)";4K;3840 × 2160 px;;60 Hz;8 ms;350 cd/m2;;1000:1;Rovná;DisplayPort 1.2, DVI, HDMI 2.0, USB-C;USB 2.0, USB 3.2 Gen 1 (USB 3.0);DVI, HDMI, USB, RS232;Reproduktory, Podpora 3D;OS Android;Černá;170,38 cm;98,2 cm;8,42 cm;65,1 kg;;G;;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;;16:9;4 ×;1 ×;1 ×;5 ×;;340 W;600×400;;;;;;;;;;;0 °C;40 °C;20 %;80 %;;1 ×;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:55:17;https://www.alza.cz/75-philips-75bdl8051c-d6230738.htm#parametry;223 990;Na objednávku – termín upřesníme;;"75"" (190,5 cm)";4K;3840 × 2160 px;;60 Hz;8 ms;350 cd/m2;;1000:1;Rovná;DisplayPort 1.2, DVI, HDMI 2.0, USB-C;RJ-45 (LAN), Sluchátkový výstup, 2,5mm konektor RS232C (vstup/výstup), 3,5mm konektor IR (vstup/výstup), Micro SD, OPS;DVI, HDMI, USB, RS232, Kabel pro infračervený senzor;Reproduktory;Dotyková obrazovka;Černá;170,38 cm;98,2 cm;8,42 cm;;240 kWh/1000h;G;;0,5 W;;;16:9;4 ×;1 ×;1 ×;;;;600×400;;;;;;;;;;;0 °C;40 °C;20 %;80 %;;1 ×;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:55:18;https://www.alza.cz/65-philips-65bdl8051c-d6230726.htm#parametry;153 990;Na objednávku – termín upřesníme;;"65"" (165,1 cm)";4K;3840 × 2160 px;;60 Hz;9 ms;350 cd/m2;;1300:1;Rovná;DisplayPort 1.2, DVI, HDMI 2.0, USB-C;RJ-45 (LAN), USB 2.0, Sluchátkový výstup, USB 3.2 Gen 1 (USB 3.0), 2,5mm konektor RS232C (vstup/výstup), 3,5mm konektor IR (vstup/výstup), Micro SD, OPS;DVI, HDMI, USB, RS232, Kabel pro infračervený senzor;Reproduktory;Dotyková obrazovka;Černá;148,51 cm;86,01 cm;8,62 cm;47,33 kg;190 kWh/1000h;G;190 W;0,5 W;;;16:9;4 ×;1 ×;1 ×;4 ×;;320 W;400×400;;;;320 W;;;;;;;0 °C;40 °C;20 %;80 %;;1 ×;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:55:19;https://www.alza.cz/65-philips-65bdl6051c-d6230724.htm#parametry;108 990;Na objednávku – termín upřesníme;;"65"" (165,1 cm)";4K;3840 × 2160 px;;60 Hz;9 ms;350 cd/m2;;1300:1;Rovná;DisplayPort 1.2, DVI, HDMI 2.0, USB-C;RJ-45 (LAN), USB 2.0, Sluchátkový výstup, USB 3.2 Gen 1 (USB 3.0), 2,5mm konektor RS232C (vstup/výstup), 3,5mm konektor IR (vstup/výstup), Micro SD, OPS;DVI, HDMI, USB, RS232, Kabel pro infračervený senzor;Reproduktory;Dotyková obrazovka;Černá;126,44 cm;73,52 cm;8,79 cm;33 kg;;;135 W;0,5 W;;;16:9;4 ×;1 ×;1 ×;4 ×;;300 W;400×400;;;;300 W;;;;;;;0 °C;40 °C;20 %;80 %;;1 ×;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:55:21;https://www.alza.cz/86-philips-86bdl6051c-d7650142.htm#parametry;186 990;Na objednávku – termín upřesníme;;"86"" (218,44 cm)";4K;3840 × 2160 px;;60 Hz;8 ms;350 cd/m2;;1000:1;Rovná;DisplayPort 1.2, DVI, HDMI 2.0, USB-C;USB 2.0, USB 3.2 Gen 1 (USB 3.0);;Reproduktory;;Černá;194,9 cm;112 cm;7,7 cm;78,1 kg;;;;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;;16:9;4 ×;1 ×;1 ×;4 ×;;;;;;;;;;;;;;-20 °C;60 °C;5 %;95 %;;1 ×;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:55:22;https://www.alza.cz/86-philips-86bdl8051c-touch-windows-d7227947.htm#parametry;261 990;Na objednávku – termín upřesníme;Prodloužená záruka;"86"" (218,44 cm)";4K;3840 × 2160 px;IPS;60 Hz;8 ms;350 cd/m2;10 bit;1100:1;Rovná;DisplayPort 1.4, DVI, HDMI 2.0, USB-C, VGA;RJ-45 (LAN), USB 2.0, Sluchátkový výstup, WiFi, USB 3.2 Gen 1 (USB 3.0);;Reproduktory;Dotyková obrazovka, Automatická regulace jasu;Černá;195 cm;112 cm;8 cm;80 kg;;;295 W;;USA;Lesklý;16:9;4 ×;2 ×;5 ×;;;;600×400;;;;;;1 ×;;;;18 h/den;;;;;;2 ×;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:55:23;https://www.alza.cz/31-5-viewsonic-vx3276-2k-mhd-d5247015.htm#parametry;7 659;Na objednávku – termín upřesníme;;"32"" (81,28 cm)";Quad HD;2560 × 1440 px;IPS;60 Hz;4 ms;250 cd/m2;10 bit;1200:1;Rovná;DisplayPort, HDMI 1.4, mini DisplayPort;Sluchátkový výstup;HDMI;Reproduktory, Flicker-free, Filtr modrého světla;;Stříbrná;71,29 cm;50,39 cm;23 cm;;41 kWh/1000h;G;41 W;0,5 W;;Antireflexní;16:9;;;;;;;100×100;;;;43 W;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:55:24;https://www.alza.cz/86-huawei-idea-hub-pro-d6631090.htm#parametry;564 790;Na objednávku – termín upřesníme;;"86"" (218,44 cm)";4K;3840 × 2160 px;LED;60 Hz;1 ms;;10 bit;;Rovná;HDMI 1.4, HDMI 2.0;RJ-45 (LAN), Sluchátkový výstup, WiFi;;Reproduktory, Filtr modrého světla;Dotyková obrazovka, Webkamera;Bílá;196,38 cm;119,51 cm;9,5 cm;90 kg;;;;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Antireflexní;16:9;5 ×;;;3 ×;;450 W;;;;;450 W;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:55:25;https://www.alza.cz/27-sony-inzone-m9-sony-inzone-h7-d7400847.htm#parametry;29 690;Na objednávku – termín upřesníme;;"27"" (68,58 cm)";4K;3840 × 2160 px;IPS;144 Hz;1 ms;600 cd/m2;;1000:1;Rovná;DisplayPort 1.4, HDMI 2.1, USB-C;;;Nastavitelná výška, HDR;;Bílá;61,5 cm;47,9 cm;24,8 cm;6,8 kg;139 kWh/1000h;G;;;;Antireflexní;16:9;2 ×;1 ×;1 ×;;;;;G-Sync kompatibilní;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:55:26;https://www.alza.cz/23-6-msi-g24c4-e2-d7765017.htm#parametry;4 190;Na objednávku – termín upřesníme;Bez rozšířené záruky;"23,6"" (59,94 cm)";Full HD;1920 × 1080 px;VA;170 Hz;1 ms;250 cd/m2;8 bit;3000:1;Prohnutá;DisplayPort 1.2, HDMI 2.0;Sluchátkový výstup;;Flicker-free, Filtr modrého světla;;Černá;53,7 cm;42,9 cm;22,5 cm;3,5 kg;18 kWh/1000h;E;;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Antireflexní;16:9;2 ×;1 ×;;;115 %;;100×100;FreeSync;;;;88 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:55:27;https://www.alza.cz/27-asus-proart-pa27ucx-k-d5882387.htm#parametry;49 990;Na objednávku – termín upřesníme;Prodloužená záruka;"27"" (68,58 cm)";4K;3840 × 2160 px;Mini LED;60 Hz;5 ms;1 000 cd/m2;10 bit;1000:1;Rovná;DisplayPort 1.2, HDMI 2.0, USB-C;Sluchátkový výstup, USB 3.2 Gen 1 (USB 3.0);HDMI, DisplayPort, USB;Nastavitelná výška, HDR, Pivot, Flicker-free, Filtr modrého světla;Obraz v obraze (PiP), Power Delivery;Černá;62,5 cm;36,7 cm;9,1 cm;11,5 kg;36 kWh/1000h;G;42 W;0,5 W;;Matný;16:9;2 ×;1 ×;1 ×;4 ×;100 %;;100×100;;43 kWh/1000h;G;;99,5 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:55:28;https://www.alza.cz/31-5-asus-proart-display-oled-pa32dc-d7360742.htm#parametry;109 990;Na objednávku – termín upřesníme;Prodloužená záruka;"31,5"" (80,01 cm)";4K;3840 × 2160 px;OLED;60 Hz;0,1 ms;250 cd/m2;10 bit;;Rovná;DisplayPort 1.4, HDMI 2.0, USB-C;Sluchátkový výstup, USB 3.2 Gen 1 (USB 3.0);DisplayPort;Reproduktory, Pivot, Flicker-free, Filtr modrého světla;Obraz v obraze (PiP), Power Delivery;Černá;73,54 cm;48,91 cm;5,44 cm;12,14 kg;;;38 W;0,5 W;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Matný;16:9;3 ×;1 ×;1 ×;4 ×;;65 W;100×100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:55:29;https://www.alza.cz/85-6-dell-c8621qt-d6104001.htm#parametry;168 890;Na objednávku – termín upřesníme;;"85,6"" (217,42 cm)";4K;3840 × 2160 px;IPS;60 Hz;8 ms;350 cd/m2;10 bit;1200:1;Rovná;DisplayPort 1.2, HDMI 2.0, USB-C;RJ-45 (LAN), Sluchátkový výstup, USB 3.2 Gen 2 (USB 3.1);HDMI, DisplayPort, USB-C, USB;Reproduktory, Filtr modrého světla;Dotyková obrazovka;Černá;198,26 cm;115,66 cm;8,28 cm;86,5 kg;171 kWh/1000h;G;175 W;0,3 W;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Antireflexní;16:9;4 ×;1 ×;1 ×;4 ×;;90 W;600×400;;;;430 W;;;;;;;0 °C;40 °C;10 %;80 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:55:31;https://www.alza.cz/32-asus-pa32uc-k-d5342583.htm#parametry;53 456;Na objednávku – termín upřesníme;;"32"" (81,28 cm)";4K;3840 × 2160 px;IPS;60 Hz;5 ms;1 000 cd/m2;;;Rovná;DisplayPort 1.2, HDMI 2.0, Thunderbolt;;;HDR;Daisy Chain, Obraz v obraze (PiP);Šedá;72,7 cm;42,6 cm;6,9 cm;16 kg;;;;;;;16:9;4 ×;1 ×;1 ×;2 ×;;;;FreeSync;;;;;;;;2 ×;;;;;;;;3840 × 2160 px;;;;;;;;;;;;;;;;;;;"32""";;;60 Hz;Integrovaná;Pevný (klasický notebook);Bez mechaniky;426 mm;
2023-11-17 16:55:32;https://www.alza.cz/27-msi-modern-md271ul-d7815487.htm#parametry;8 569;Na objednávku – termín upřesníme;Prodloužená záruka;"27"" (68,58 cm)";4K;3840 × 2160 px;IPS;60 Hz;4 ms;300 cd/m2;10 bit;1000:1;Rovná;DisplayPort 1.2, HDMI 2.0, USB-C;Sluchátkový výstup;HDMI;Flicker-free, Filtr modrého světla;;Šedá;61,35 cm;47,31 cm;19,83 cm;5,75 kg;26 kWh/1000h;F;;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Antireflexní;16:9;2 ×;1 ×;1 ×;;139 %;;;;;;;119 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:55:33;https://www.alza.cz/50-iiyama-prolite-lh5070uhb-b1-d7714728.htm#parametry;26 390;Na objednávku – termín upřesníme;;"50"" (127 cm)";4K;3840 × 2160 px;VA;60 Hz;8 ms;700 cd/m2;8 bit;4000:1;Rovná;HDMI 2.0;RJ-45 (LAN), USB 2.0, Sluchátkový výstup;HDMI;;;Černá;112,2 cm;64,3 cm;3 cm;16 kg;95 kWh/1000h;G;;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Lesklý;16:9;2 ×;;;2 ×;;;400×400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:55:34;https://www.alza.cz/31-5-lg-32un500p-d7749138.htm#parametry;9 599;Na objednávku – termín upřesníme;Bez rozšířené záruky;"31,5"" (80,01 cm)";4K;3840 × 2160 px;VA;;4 ms;350 cd/m2;10 bit;3000:1;Rovná;DisplayPort 1.4, HDMI 1.4;Sluchátkový výstup;;Reproduktory, HDR, Flicker-free;;Stříbrná;71,43 cm;51,23 cm;20,88 cm;7,7 kg;33 kWh/1000h;G;;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Antireflexní;16:9;2 ×;1 ×;;;;;100×100;FreeSync;;;;90 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:55:35;https://www.alza.cz/24-iiyama-prolite-xu2494hs-b2-d7637039.htm#parametry;3 161;Na objednávku – termín upřesníme;;"24"" (60,96 cm)";Full HD;1920 × 1080 px;VA;75 Hz;4 ms;250 cd/m2;;3000:1;Rovná;DisplayPort 1.4, HDMI 2.0;Sluchátkový výstup;HDMI;Reproduktory, Flicker-free, Filtr modrého světla;;Černá;54 cm;40,05 cm;20 cm;3,2 kg;19 kWh/1000h;D;;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Matný;16:9;1 ×;1 ×;;;96 %;;100×100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:55:37;https://www.alza.cz/28-aoc-u28g2xu2-bk-d7414264.htm#parametry;15 490;Na objednávku – termín upřesníme;Prodloužená záruka;"28"" (71,12 cm)";4K;3840 × 2160 px;IPS;144 Hz;1 ms;370 cd/m2;8 bit;1000:1;Rovná;DisplayPort 1.4, HDMI 2.1;Sluchátkový výstup;HDMI, DisplayPort;Reproduktory, Nastavitelná výška, Pivot, Flicker-free, Filtr modrého světla;;Černá, Červená;63,64 cm;53,19 cm;22,74 cm;6,37 kg;45 kWh/1000h;G;;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Antireflexní;16:9;2 ×;2 ×;;4 ×;99 %;;100×100;FreeSync;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:55:38;https://www.alza.cz/34-lg-ultrawide-34wp500-d6771211.htm#parametry;6 789;Na objednávku – termín upřesníme;;"34"" (86,36 cm)";Full HD;2560 × 1080 px;IPS;75 Hz;5 ms;250 cd/m2;8 bit;1000:1;Rovná;HDMI 2.0;Sluchátkový výstup;HDMI;HDR, Flicker-free, Filtr modrého světla;;Černá;81,67 cm;48,38 cm;22,33 cm;5,92 kg;29 kWh/1000h;F;;;;Matný;21:9;2 ×;;;;95 %;;100×100;FreeSync;36 kWh/1000h;G;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:55:39;https://www.alza.cz/27-hp-e27u-g4-d6360516.htm#parametry;8 529;Na objednávku – termín upřesníme;;"27"" (68,58 cm)";Quad HD;2560 × 1440 px;IPS;60 Hz;5 ms;250 cd/m2;;1000:1;Rovná;DisplayPort 1.2, HDMI 1.4, USB-C;;USB-C;Nastavitelná výška, Flicker-free, Filtr modrého světla;;Černá, Stříbrná;61,33 cm;53,6 cm;21,6 cm;7,6 kg;20 kWh/1000h;E;;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Matný, Antireflexní;16:9;1 ×;2 ×;2 ×;4 ×;99 %;;100×100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:55:40;https://www.alza.cz/50-iiyama-prolite-lh5042uhs-b1-d6360518.htm#parametry;22 990;Na objednávku – termín upřesníme;Prodloužená záruka;"50"" (127 cm)";4K;3840 × 2160 px;VA;60 Hz;80 ms;500 cd/m2;10 bit;4000:1;Rovná;DVI, HDMI 1.4, VGA;RJ-45 (LAN), USB 2.0, Sluchátkový výstup, USB 3.2 Gen 1 (USB 3.0);;Reproduktory;Přehrávač médií;Černá;112,85 cm;64,9 cm;6,35 cm;14,7 kg;147 kWh/1000h;G;147 W;0,5 W;;Matný;16:9;2 ×;;;2 ×;;;400×400;;;;;;1 ×;;;;18 h/den;0 °C;40 °C;;;;1 ×;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:55:41;https://www.alza.cz/23-8-asus-va24dqsb-d7637111.htm#parametry;3 889;Na objednávku – termín upřesníme;Prodloužená záruka;"23,8"" (60,45 cm)";Full HD;1920 × 1080 px;IPS;75 Hz;5 ms;250 cd/m2;8 bit;1000:1;Rovná;DisplayPort 1.2, HDMI 1.4, VGA;Sluchátkový výstup, USB 3.2 Gen 1 (USB 3.0);HDMI, USB;Reproduktory, Nastavitelná výška, Pivot, Flicker-free, Filtr modrého světla;;Černá;54 cm;32,5 cm;5,4 cm;5,31 kg;12 kWh/1000h;C;;;;Matný;16:9;1 ×;1 ×;;2 ×;;;100×100;;;;;;1 ×;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
